Survey_StNo_HaulNo_Year,LATITUDE,LONGITUDE,Depth,Temperature,Salinity,Current_Speed,Grain_Size,Distance_to_Shore,F_LPUE,Scallop,MI_Av_E_Hr,MI_Av_LPUE,MI_Sum_Liv,Whelk,MmoAvScKwh,Cod_C,Cod_T,Cod_B,Cod_S,Haddock_C,Haddock_T,Haddock_B,Haddock_S,Plaice_C,Plaice_T,Plaice_B,Plaice_S,Whiting_C,Whiting_T,Whiting_B,Whiting_S,ComSkt_C,ComSkt_T,ComSkt_B,ComSkt_S,Blonde_C,Blonde_T,Blonde_S,C_Preds,T_Preds,B_Preds,S_Preds,Cuckoo,Thornback,Blonde,Spotted
BTS-VIIa/5/93/1993,54.6766,-3.62505,14.49,15.891,33.369,0.9,0.254375,4472.13623,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,96,44,12,106,36,12,0,40,0,0,0,0,0,0,0,132,56,12,146,0,2,0,0
BTS-VIIa/2/96/1993,54.7159,-4.5808,12.79,15.608,33.858,0.85,2.350328125,3162.277588,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,222,54,4,238,0,0,0,0,0,0,0,0,0,0,0,222,54,4,238,0,0,0,0
BTS-VIIa/6/87/1994,54.6633,-3.8167,20.75,16.119,33.67,0.69,0.254375,16000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,292,54,14,334,62,26,0,84,0,0,0,0,0,0,0,354,80,14,418,0,0,0,0
BTS-VIIa/14/85/1994,54.7291,-4.12755,20.5,15.737,33.744,0.61,0.254375,5385.164551,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,44,42,14,44,4,4,4,4,0,0,0,0,0,0,0,48,46,18,48,0,0,0,0
BTS-VIIa/5/89/1994,54.6775,-3.62745,14.82,15.888,33.528,0.88,0.254375,4472.13623,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,70,52,26,70,10,2,0,12,0,0,0,0,2,2,2,82,56,26,84,0,0,0,2
BTS-VIIa/2/83/1994,54.71505,-4.57755,12.79,15.608,33.858,0.85,2.350328125,3162.277588,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,180,72,10,188,2,0,0,2,0,0,0,0,0,0,0,182,72,10,190,0,0,0,4
BTS-VIIa/54/122/1994,53.7392,-3.78335,38.23,16.272,34.008,0.88,2.350328125,45276.92578,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,12,12,2,12,4,4,2,4,0,0,0,0,0,0,0,16,16,4,16,0,0,0,0
BTS-VIIa/30/110/1994,53.6341,-3.32165,17.24,16.929,33.953,0.69,0.429296875,17000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,118,20,0,118,22,16,2,22,0,0,0,0,0,0,0,140,36,2,140,0,0,0,0
BTS-VIIa/214/130/1994,53.6025,-6.09995,10.02,15.721,34.184,0.43,0.254375,3162.277588,207.6338283,8536.822221,6,0,0,0.197,9228.522807,0,0,0,0,0,0,0,0,274,10,2,352,82,10,0,106,0,0,0,0,0,0,0,356,20,2,458,0,0,0,0
BTS-VIIa/408/76/1994,53.70005,-5.4717,102.44,11.487,34.226,0.6,0.0471875,42449.96875,61.48622483,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6,0,0,0,0,0,0,0,6,6,2,6,0,0,0,0
BTS-VIIa/47/121/1994,53.66,-3.58505,29.53,16.729,33.933,0.81,0.429296875,33837.84766,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,86,64,0,86,4,4,0,4,0,0,0,0,0,0,0,90,68,0,90,0,0,0,0
BTS-VIIa/31/112/1994,53.55255,-3.28085,9.84,16.901,34.082,0.68,0.349609375,12000,0,2287.111111,0,0,0,0.317249829,13490.21972,6,6,6,6,0,0,0,0,106,30,6,106,16,16,8,16,0,0,0,0,0,0,0,128,52,20,128,0,4,0,0
BTS-VIIa/55/119/1994,53.56835,-4.0342,45.81,16.368,34.049,1.09,0.909859375,25455.8457,0,11793.51481,5.34,67.02741733,1873.567766,1.715357282,10583.77024,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,6,6,6,8,4,0,0,0
BTS-VIIa/49/120/1994,53.55585,-3.6842,33.24,16.799,34.011,0.85,0.909859375,26925.82227,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,94,88,2,94,0,0,0,0,0,0,0,0,0,0,0,94,88,2,94,0,0,0,0
BTS-VIIa/419/118/1994,53.5167,-4.2658,39.73,16.249,34.142,1.45,2.350328125,12369.31738,0,11793.51481,0,0,0,1.715357282,10583.77024,50,8,8,64,0,0,0,0,0,0,0,0,12,12,6,16,0,0,0,0,0,0,0,62,20,14,80,0,0,0,0
BTS-VIIa/447/74/1994,53.51755,-5.00245,45.99,14.681,34.216,1.28,2.350328125,31764.76172,0,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,4,2,0,4,2,0,0,0
BTS-VIIa/409/75/1994,53.515,-5.28,65.56,14.029,34.203,1.08,0.3340625,46324.94141,26.47727273,1243.927777,0,0,0,0.035036051,4971.037695,20,0,0,24,2,0,0,2,0,0,0,0,10,6,0,14,0,0,0,0,0,0,0,32,6,0,40,10,0,0,0
BTS-VIIa/32/113/1994,53.4608,-3.40835,16.32,16.654,34.089,0.81,0.975601563,13152.94629,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,132,8,0,134,0,0,0,0,0,0,0,0,0,0,0,132,8,0,134,0,0,0,4
BTS-VIIa/220/131/1994,53.41415,-5.89755,41.19,14.764,34.203,0.69,0.3340625,11313.70801,25.62103441,201.5888889,0,0,0,1.69340688,7822.992105,12,0,0,24,8,0,0,58,480,94,6,526,80,8,0,116,0,0,0,0,0,0,0,580,102,6,724,0,2,0,4
BTS-VIIa/36/114/1994,53.395,-3.69005,13.57,16.925,34.164,0.76,0.975601563,10000,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,148,56,4,148,0,0,0,0,0,0,0,0,0,0,0,148,56,4,148,0,0,0,0
BTS-VIIa/38/116/1994,53.37495,-3.9934,19.72,16.734,34.166,0.78,0.429296875,8062.257813,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,386,88,6,386,6,4,0,6,0,0,0,0,0,0,0,392,92,6,392,0,0,0,2
BTS-VIIa/37/115/1994,53.36995,-3.8166,14.59,16.618,34.222,0.77,0.975601563,4472.13623,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,200,56,0,204,10,6,2,14,0,0,0,0,0,0,0,210,62,2,218,0,0,0,6
BTS-VIIa/40/117/1994,53.34085,-4.2092,9.62,16.506,34.152,0.53,0.349609375,2000,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,32,20,14,34,8,2,0,12,0,0,0,0,0,0,0,40,22,14,46,0,2,0,0
BTS-VIIa/229/132/1994,53.1975,-5.9442,37.15,15.326,34.208,0.78,0.975601563,9055.385742,0,201.5888889,0,0,0,1.69340688,7822.992105,16,4,4,16,4,0,0,6,146,38,8,150,10,8,0,10,0,0,0,0,2,2,2,178,52,12,184,4,0,0,6
BTS-VIIa/421/73/1994,53.2616,-5.2133,93.54,14.498,34.298,1.31,0.975601563,35000,28.3547619,201.5888889,0,0,0,1.69340688,7822.992105,8,8,8,8,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,10,8,8,10,2,0,0,0
BTS-VIIa/302/137/1994,53.2108,-4.6883,35.04,15.536,34.379,1.27,2.350328125,7211.102539,0,3155.722222,0,0,0,1.701607611,4824.284459,2,2,2,2,0,0,0,0,56,56,12,56,36,28,6,38,0,0,0,0,0,0,0,94,86,20,96,0,0,0,0
BTS-VIIa/440/133/1994,53.19495,-5.72165,47.8,15.139,34.18,1.14,0.3340625,23086.79297,0,201.5888889,0,0,0,1.69340688,7822.992105,2,0,0,6,22,0,0,38,92,92,30,92,74,2,0,80,0,0,0,0,8,6,8,198,100,30,224,16,0,6,4
BTS-VIIa/305/136/1994,53.08335,-4.41665,10.64,15.886,34.431,0.27,0.3340625,5099.019531,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,18,4,2,18,0,0,0,0,0,0,0,0,0,0,0,18,4,2,18,0,0,0,4
BTS-VIIa/28/108/1994,53.6991,-3.2817,15.65,16.79,33.816,0.72,0.429296875,17088.00781,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,40,32,10,40,32,30,4,32,0,0,0,0,0,0,0,72,62,14,72,0,2,0,2
BTS-VIIa/27/109/1994,53.7058,-3.1517,4.19,16.82,33.021,0.57,0.429296875,8602.325195,0,2287.111111,0,0,0,0.317249829,13490.21972,6,0,0,18,0,0,0,0,38,14,0,38,32,32,8,32,0,0,0,0,0,0,0,76,46,8,88,0,2,0,0
BTS-VIIa/213/129/1994,53.71995,-5.8834,49.32,13.567,34.185,0.43,0.126875,19798.99023,61.43814433,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
BTS-VIIa/401/78/1994,53.82665,-4.7492,70.5,14.649,34.148,1,0.975601563,26305.89258,0,11793.51481,12.9666666,88.1706527,8150.370296,1.715357282,10583.77024,10,10,10,10,2,2,2,2,6,6,2,6,14,12,6,14,0,0,0,0,0,0,0,32,30,20,32,0,0,0,0
BTS-VIIa/423/124/1994,53.8317,-4.2034,45.4,15.612,34.072,1.16,0.975601563,38013.15625,0,11793.51481,18.21428557,88.23432264,11649.531,1.715357282,10583.77024,4,2,2,6,0,0,0,0,4,4,0,4,2,2,0,2,0,0,0,0,0,0,0,10,8,2,12,2,0,0,0
BTS-VIIa/43/107/1994,53.83995,-3.4266,16.48,16.555,33.862,0.79,0.254375,25000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,4,4,2,4,14,14,4,14,0,0,0,0,0,0,0,18,18,6,18,0,0,0,0
BTS-VIIa/405/77/1994,53.86085,-5.1308,66.11,14.401,34.18,0.61,0.254375,29732.13672,64.49907273,1243.927777,0,0,0,0.035036051,4971.037695,6,0,0,10,0,0,0,0,0,0,0,0,22,10,0,24,0,0,0,0,0,0,0,28,10,0,34,0,0,0,0
BTS-VIIa/53/123/1994,53.8041,-3.97495,39.19,15.885,34.032,0.99,0.975601563,48373.54688,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
BTS-VIIa/23/106/1994,53.8859,-3.34005,12.06,16.554,33.711,0.85,0.254375,19000,0,2287.111111,0,0,0,0.317249829,13490.21972,2,0,0,4,0,0,0,0,30,26,12,30,10,10,2,10,0,0,0,0,0,0,0,42,36,14,44,0,0,0,0
BTS-VIIa/206/128/1994,53.87755,-6.1084,27.98,14.026,34.196,0.23,0.254375,10198.03906,51.46917709,8536.822221,0,0,0,0.197,9228.522807,12,10,2,14,24,0,0,42,290,74,10,316,20,14,0,20,0,0,0,0,0,0,0,346,98,12,392,0,0,0,0
BTS-VIIa/41/102/1994,53.97745,-3.5566,23.17,16.118,33.934,0.69,0.254375,23706.53906,0,2287.111111,0,0,0,0.317249829,13490.21972,2,0,0,2,0,0,0,0,22,22,8,22,20,20,4,20,0,0,0,0,0,0,0,44,42,12,44,0,0,0,0
BTS-VIIa/42/101/1994,53.9091,-3.87665,36.64,15.586,34.033,0.85,0.3340625,45177.42969,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,14,14,6,14,2,2,2,2,0,0,0,0,0,0,0,16,16,8,16,0,0,0,0
BTS-VIIa/424/79/1994,54.01585,-4.40335,45.28,14.889,34.097,1.14,2.350328125,13453.62402,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/12/105/1994,53.9608,-3.29995,15.21,16.214,33.432,0.91,0.349609375,12083.0459,0,2287.111111,0,0,0,0.317249829,13490.21972,2,2,2,2,0,0,0,0,84,56,18,90,6,6,2,6,0,0,0,0,0,0,0,92,64,22,98,0,0,0,0
BTS-VIIa/425/125/1994,54.0434,-4.99585,72.35,14.353,34.177,0.69,0.349609375,12041.59473,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/22/100/1994,54.05,-3.9075,44.31,15.386,34.037,0.75,0.3340625,35777.08984,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,2,0,0,0,0,10,10,4,10,6,6,0,6,0,0,0,0,0,0,0,16,16,4,18,0,0,0,0
BTS-VIIa/444/126/1994,54.1433,-5.48505,50.15,13.58,34.185,0.31,0.0471875,14764.82324,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/19/99/1994,54.1792,-3.6384,28.78,15.607,34.018,0.43,0.126875,17888.54492,67.47716837,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,4,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0
BTS-VIIa/10/98/1994,54.11585,-3.40665,16.34,16.157,33.86,0.52,0.3340625,9000,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,194,120,8,196,4,2,0,4,0,0,0,0,0,0,0,198,122,8,200,0,0,0,0
BTS-VIIa/203/127/1994,54.14005,-5.8142,25.61,14.223,34.215,0.21,0.975601563,5000,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,320,16,0,416,2,0,0,2,0,0,0,0,0,0,0,322,16,0,418,0,0,0,0
BTS-VIIa/18/95/1994,54.35085,-3.9084,38.91,15.72,33.985,0.55,0.254375,24758.83594,29.86020305,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,6,6,2,6,38,34,4,38,0,0,0,0,0,0,0,44,40,6,44,0,0,0,0
BTS-VIIa/9/97/1994,54.2558,-3.4983,17.35,15.98,33.905,0.49,0.254375,7280.109863,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,134,80,12,134,2,2,0,2,0,0,0,0,0,0,0,136,82,12,136,0,0,0,0
BTS-VIIa/17/96/1994,54.40165,-3.66255,22.96,15.999,33.635,0.52,0.126875,9219.543945,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/16/92/1994,54.4192,-3.70005,23.57,16.058,33.603,0.51,0.126875,8944.272461,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6,0,0,0,0,0,0,0,6,6,2,6,0,0,0,0
BTS-VIIa/7/90/1994,54.5725,-3.7525,20.79,16.084,33.615,0.45,0.254375,10630.14648,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,2,0,0,0,0,154,126,12,158,2,2,0,4,0,0,0,0,0,0,0,156,128,12,164,0,0,0,0
BTS-VIIa/15/91/1994,54.59,-3.9666,31.61,16.168,33.822,0.7,0.3340625,20000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,328,314,82,328,30,28,4,30,0,0,0,0,0,0,0,358,342,86,358,0,0,0,0
BTS-VIIa/441/138/1994,52.92005,-5.39005,64.02,14.795,34.225,1.51,2.350328125,40607.87891,0,137.4555556,0,0,0,0.246811779,3008.668333,6,6,6,10,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,8,6,6,12,0,0,0,0
BTS-VIIa/442/135/1994,52.9941,-4.83255,62.5,15.14,34.585,1.21,2.350328125,16278.82031,0,2319.133333,0,0,0,0.502162825,4133.212082,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,2,0,0
BTS-VIIa/313/70/1994,52.79495,-4.2659,12.36,16.688,34.126,0.31,0.3340625,8062.257813,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,2,0,0,0,0,18,6,2,18,2,0,0,4,0,0,0,0,0,0,0,20,6,2,24,0,2,0,2
BTS-VIIa/233/139/1994,52.7525,-6.1075,12.1,16.097,34.243,0.8,0.3340625,2000,0,522.6481481,0,0,0,0,0,2,0,0,6,0,0,0,0,1228,290,8,1296,206,2,0,286,0,0,0,0,0,0,0,1436,292,8,1588,0,0,0,6
BTS-VIIa/309/134/1994,52.69755,-4.5766,38.04,16.414,34.242,0.58,0.975601563,10770.3291,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,10,10,2,10,14,10,2,14,0,0,0,0,0,0,0,24,20,4,24,0,6,0,0
BTS-VIIa/316/69/1994,52.64755,-4.3658,16.09,16.684,34.226,0.41,2.350328125,16492.42188,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,10,6,0,10,0,0,0,0,0,0,0,0,0,0,0,10,6,0,10,0,4,0,20
BTS-VIIa/430/140/1994,52.4942,-5.8442,68.86,14.663,34.389,1.4,2.350328125,25298.2207,0,1008.322222,0,0,0,0.511463456,3912.137536,4,4,4,4,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,0,8,8,6,8,0,0,0,0
BTS-VIIa/416/68/1994,52.42755,-4.8784,56,15.516,34.573,0.92,0.975601563,36400.55078,0,9966.455556,0,0,0,0.894867407,5535.695809,0,0,0,2,2,0,0,2,34,28,0,34,96,52,2,108,0,0,0,0,0,0,0,132,80,2,146,2,6,0,4
BTS-VIIa/321/67/1994,52.38755,-4.2959,16.03,17.028,34.188,0.41,0.3340625,12369.31738,0,9966.455556,1.833332,290.9093025,533.3333333,0.894867407,5535.695809,0,0,0,0,0,0,0,0,46,6,0,46,2,0,0,2,0,0,0,0,0,0,0,48,6,0,48,0,2,0,14
BTS-VIIa/22/120/1995,54.05085,-3.90995,44.31,15.386,34.037,0.75,0.3340625,35777.08984,35.11538462,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,2,2,0,2,8,6,0,8,0,0,0,0,0,0,0,10,8,0,10,0,0,0,0
BTS-VIIa/444/131/1995,54.1383,-5.48915,50.76,13.542,34.184,0.3,0.0471875,14764.82324,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/10/102/1995,54.1834,-3.40255,11,15.781,33.897,0.49,0.975601563,4242.640625,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,150,82,8,154,6,0,0,6,0,0,0,0,0,0,0,156,82,8,160,0,0,0,0
BTS-VIIa/19/101/1995,54.1292,-3.5442,23.2,16.034,33.953,0.5,0.126875,15811.3877,46.6822172,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0
BTS-VIIa/203/132/1995,54.1358,-5.8059,25.21,14.223,34.215,0.21,0.975601563,5830.95166,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,412,16,0,550,2,2,0,2,0,0,0,0,0,0,0,414,18,0,552,0,0,0,0
BTS-VIIa/9/103/1995,54.32995,-3.4842,15.69,15.729,33.829,0.52,0.975601563,4242.640625,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,60,30,8,60,6,0,0,10,0,0,0,0,0,0,0,66,30,8,70,0,0,0,0
BTS-VIIa/18/119/1995,54.28745,-3.96255,14.12,15.612,33.989,0.43,0.254375,23021.72852,63.14285714,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,22,22,4,22,10,2,0,10,0,0,0,0,0,0,0,32,24,4,32,0,0,0,0
BTS-VIIa/17/104/1995,54.395,-3.6641,23.23,15.965,33.661,0.51,0.126875,9219.543945,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/16/105/1995,54.48585,-3.6833,20.98,15.939,33.403,0.57,0.126875,3605.55127,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/7/106/1995,54.6008,-3.6409,9.04,15.882,33.21,0.53,0.254375,4123.105469,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,82,68,8,82,82,36,4,106,0,0,0,0,0,0,0,164,104,12,188,0,0,0,0
BTS-VIIa/15/116/1995,54.59,-3.96,31.2,16.163,33.829,0.7,0.3340625,20024.98438,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,68,54,22,68,28,8,0,48,0,0,0,0,0,0,0,96,62,22,116,0,0,0,0
BTS-VIIa/6/115/1995,54.66245,-3.82085,21.02,16.146,33.678,0.66,0.254375,15811.3877,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,76,36,10,84,44,6,0,86,0,0,0,0,0,0,0,120,42,10,170,0,0,0,0
BTS-VIIa/14/113/1995,54.7267,-4.1325,21.17,15.801,33.729,0.64,0.254375,5830.95166,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,20,14,4,20,20,8,0,34,0,0,0,0,0,0,0,40,22,4,54,0,0,0,0
BTS-VIIa/5/107/1995,54.67495,-3.61995,15.2,15.891,33.369,0.9,0.254375,3605.55127,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,30,22,12,32,158,18,0,232,0,0,0,0,0,0,0,188,40,12,264,0,0,0,0
BTS-VIIa/2/111/1995,54.72,-4.5934,10.81,15.608,33.861,0.83,2.350328125,2828.427002,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,164,52,8,184,0,0,0,0,0,0,0,0,0,0,0,164,52,8,184,0,0,0,0
BTS-VIIa/220/137/1995,53.41585,-5.89915,40.83,14.764,34.203,0.69,0.3340625,11313.70801,25.62103441,201.5888889,0,0,0,1.69340688,7822.992105,2,0,0,2,8,0,0,18,242,64,12,292,88,6,0,156,0,0,0,0,0,0,0,340,70,12,468,0,0,0,0
BTS-VIIa/32/84/1995,53.4591,-3.40915,15.84,16.654,34.089,0.81,0.975601563,12165.52539,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,56,6,0,58,72,12,0,118,0,0,0,0,0,0,0,128,18,0,176,0,12,0,0
BTS-VIIa/409/139/1995,53.51505,-5.29335,64.92,14.027,34.202,1.07,0.3340625,47169.90625,26.47727273,1243.927777,0,0,0,0.035036051,4971.037695,4,4,4,4,0,0,0,0,2,2,2,2,6,6,2,6,0,0,0,0,0,0,0,12,12,8,12,4,0,0,0
BTS-VIIa/447/142/1995,53.4634,-5.10995,86.72,14.188,34.213,1.21,0.975601563,33837.84766,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
BTS-VIIa/55/78/1995,53.56755,-4.03915,45.17,16.368,34.049,1.09,0.909859375,24758.83594,0,11793.51481,2,50.71428571,202.8571429,1.715357282,10583.77024,2,2,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0
BTS-VIIa/419/79/1995,53.49245,-4.21415,37.87,16.391,34.127,1.38,2.350328125,10630.14648,0,3155.722222,0,0,0,1.701607611,4824.284459,2,2,2,8,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,4,4,10,0,0,0,0
BTS-VIIa/49/77/1995,53.49335,-3.7316,30.71,16.881,34.083,0.85,0.975601563,19416.48828,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,30,24,2,30,0,0,0,0,0,0,0,0,0,0,0,30,24,2,30,0,0,0,0
BTS-VIIa/31/98/1995,53.5508,-3.2716,8.81,16.901,34.082,0.68,0.349609375,11000,0,2287.111111,0,0,0,0.317249829,13490.21972,2,0,0,4,0,0,0,0,264,34,4,264,50,10,2,94,0,0,0,0,0,0,0,316,44,6,362,0,2,0,2
BTS-VIIa/47/97/1995,53.60005,-3.645,32.26,16.752,33.968,0.83,0.975601563,31622.77539,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,30,28,4,30,0,0,0,0,0,0,0,0,0,0,0,30,28,4,30,0,0,0,0
BTS-VIIa/214/136/1995,53.60415,-6.1008,10.02,15.721,34.184,0.43,0.254375,3162.277588,207.6338283,8536.822221,6,0,0,0.197,9228.522807,0,0,0,4,0,0,0,0,502,48,4,716,180,4,0,230,0,0,0,0,0,0,0,682,52,4,950,0,0,0,0
BTS-VIIa/408/138/1995,53.59995,-5.4566,97.94,12.382,34.209,0.81,0.254375,39293.76563,61.07107213,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,4,2,2,8,0,0,0,0
BTS-VIIa/30/89/1995,53.6417,-3.2967,15.77,16.915,33.974,0.67,0.429296875,15652.47656,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,422,40,2,422,2,0,0,2,0,0,0,0,0,0,0,424,40,2,424,0,0,0,0
BTS-VIIa/54/96/1995,53.73755,-3.7784,38.36,16.233,34.005,0.86,2.350328125,45276.92578,0,2287.111111,0,0,0,0.317249829,13490.21972,2,2,2,2,0,0,0,0,14,10,2,14,4,4,2,4,0,0,0,0,0,0,0,20,16,6,20,0,0,0,0
BTS-VIIa/28/88/1995,53.7117,-3.285,16.54,16.79,33.816,0.72,0.349609375,16763.05469,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,70,24,0,70,68,22,10,126,0,0,0,0,0,0,0,138,46,10,196,0,2,0,2
BTS-VIIa/27/87/1995,53.71165,-3.1533,5.07,16.82,33.021,0.57,0.429296875,8602.325195,0,2287.111111,0,0,0,0.317249829,13490.21972,2,2,2,4,0,0,0,0,72,12,2,72,58,20,4,114,0,0,0,0,0,0,0,132,34,8,190,0,0,0,0
BTS-VIIa/213/135/1995,53.72745,-5.8858,48.22,13.594,34.186,0.42,0.126875,20518.2832,61.43814433,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0
BTS-VIIa/423/124/1995,53.8116,-4.2125,47.2,15.656,34.074,1.17,2.350328125,39051.24609,0,11793.51481,25.09722183,85.08649036,14685.13615,1.715357282,10583.77024,6,2,2,6,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2,2,10,6,2,10,10,0,0,0
